has,prefers,count
"Iowa","Stanford",1
"UNC","Stanford",1
"Case Western","Stanford",1
"Kansas","Stanford",1
"Stanford","MIT",18
"Harvard","MIT",10
"UC Berkeley","MIT",2
"Rochester","MIT",1
"Chicago","MIT",8
"Cornell","MIT",3
"Michigan","MIT",1
"Columbia","MIT",1
"Yale","MIT",1
"UPenn","MIT",6
"Wisconsin","MIT",2
"NYU","MIT",1
"Iowa","MIT",1
"Penn State","MIT",1
"UC Irvine","MIT",1
"Arizona State","MIT",1
"Stanford","Harvard",15
"MIT","Harvard",21
"UC Berkeley","Harvard",6
"Rochester","Harvard",4
"Chicago","Harvard",6
"Cornell","Harvard",4
"Northwestern","Harvard",4
"Michigan","Harvard",4
"Columbia","Harvard",3
"Yale","Harvard",2
"UPenn","Harvard",4
"Carnegie Mellon","Harvard",3
"UCLA","Harvard",2
"NYU","Harvard",2
"Duke","Harvard",3
"Purdue","Harvard",2
"Pittsburgh","Harvard",2
"Boston","Harvard",1
"Stanford","UC Berkeley",14
"MIT","UC Berkeley",8
"Harvard","UC Berkeley",7
"Rochester","UC Berkeley",1
"Chicago","UC Berkeley",3
"Cornell","UC Berkeley",1
"Northwestern","UC Berkeley",1
"Columbia","UC Berkeley",2
"Yale","UC Berkeley",2
"UPenn","UC Berkeley",2
"Wisconsin","UC Berkeley",5
"UCLA","UC Berkeley",1
"NYU","UC Berkeley",1
"Minnesota","UC Berkeley",1
"Florida","UC Berkeley",1
"Penn State","UC Berkeley",1
"Northeastern","UC Berkeley",1
"Stanford","Rochester",1
"MIT","Rochester",3
"Harvard","Rochester",2
"UC Berkeley","Rochester",2
"Chicago","Rochester",4
"Northwestern","Rochester",2
"Columbia","Rochester",1
"UPenn","Rochester",2
"Carnegie Mellon","Rochester",1
"UCLA","Rochester",1
"Duke","Rochester",1
"Purdue","Rochester",1
"UNC","Rochester",2
"Georgia Tech","Rochester",1
"Arizona","Rochester",1
"Oregon","Rochester",1
"SUNY Buffalo","Rochester",1
"Stanford","Chicago",4
"MIT","Chicago",16
"Harvard","Chicago",14
"UC Berkeley","Chicago",3
"Rochester","Chicago",3
"Cornell","Chicago",2
"Northwestern","Chicago",4
"Michigan","Chicago",5
"Columbia","Chicago",1
"Yale","Chicago",7
"UPenn","Chicago",3
"Wisconsin","Chicago",1
"UCLA","Chicago",4
"NYU","Chicago",2
"Illinois, Urb. Champ.","Chicago",1
"Duke","Chicago",3
"Purdue","Chicago",1
"UNC","Chicago",1
"Pittsburgh","Chicago",1
"Penn State","Chicago",1
"Washington","Chicago",1
"Maryland","Chicago",1
"Indiana","Chicago",1
"Georgia Tech","Chicago",2
"Arizona","Chicago",1
"SUNY Buffalo","Chicago",1
"Cincinnati","Chicago",1
"Stanford","Cornell",1
"MIT","Cornell",3
"Harvard","Cornell",1
"UC Berkeley","Cornell",2
"Chicago","Cornell",3
"Northwestern","Cornell",1
"Michigan","Cornell",7
"Yale","Cornell",2
"UPenn","Cornell",4
"Carnegie Mellon","Cornell",2
"UCLA","Cornell",2
"NYU","Cornell",3
"Illinois, Urb. Champ.","Cornell",3
"Ohio State","Cornell",2
"Florida","Cornell",1
"Penn State","Cornell",1
"Stanford","Northwestern",15
"MIT","Northwestern",15
"Harvard","Northwestern",7
"UC Berkeley","Northwestern",3
"Rochester","Northwestern",6
"Chicago","Northwestern",4
"Cornell","Northwestern",3
"Michigan","Northwestern",2
"Columbia","Northwestern",7
"Yale","Northwestern",1
"UPenn","Northwestern",7
"Carnegie Mellon","Northwestern",2
"Wisconsin","Northwestern",2
"Minnesota","Northwestern",1
"Illinois, Urb. Champ.","Northwestern",1
"Duke","Northwestern",4
"Purdue","Northwestern",1
"Ohio State","Northwestern",3
"UNC","Northwestern",1
"Wash. U. in St. Louis","Northwestern",1
"UT Austin","Northwestern",1
"Pittsburgh","Northwestern",1
"Penn State","Northwestern",1
"Maryland","Northwestern",2
"Indiana","Northwestern",1
"Michigan State","Northwestern",1
"Georgia Tech","Northwestern",1
"Arizona","Northwestern",1
"Boston","Northwestern",1
"TexasAM","Northwestern",1
"Stanford","Michigan",7
"MIT","Michigan",4
"Harvard","Michigan",5
"Rochester","Michigan",1
"Chicago","Michigan",5
"Cornell","Michigan",1
"Northwestern","Michigan",10
"Columbia","Michigan",2
"Yale","Michigan",3
"UPenn","Michigan",11
"Carnegie Mellon","Michigan",6
"Wisconsin","Michigan",1
"UCLA","Michigan",2
"NYU","Michigan",1
"Purdue","Michigan",1
"Ohio State","Michigan",1
"UNC","Michigan",2
"Penn State","Michigan",2
"Maryland","Michigan",1
"Michigan State","Michigan",2
"UC Irvine","Michigan",1
"USC","Michigan",1
"SUNY Buffalo","Michigan",1
"Cincinnati","Michigan",1
"Stanford","Columbia",13
"MIT","Columbia",13
"Harvard","Columbia",10
"UC Berkeley","Columbia",5
"Chicago","Columbia",6
"Cornell","Columbia",5
"Northwestern","Columbia",3
"Michigan","Columbia",2
"Yale","Columbia",2
"UPenn","Columbia",6
"Carnegie Mellon","Columbia",4
"UCLA","Columbia",1
"NYU","Columbia",6
"Duke","Columbia",1
"Purdue","Columbia",1
"UNC","Columbia",1
"Florida","Columbia",1
"Washington","Columbia",2
"Stanford","Yale",2
"MIT","Yale",8
"Harvard","Yale",6
"UC Berkeley","Yale",1
"Rochester","Yale",2
"Chicago","Yale",5
"Cornell","Yale",1
"Michigan","Yale",3
"Columbia","Yale",1
"UPenn","Yale",1
"Carnegie Mellon","Yale",5
"Wisconsin","Yale",1
"UCLA","Yale",1
"NYU","Yale",2
"Minnesota","Yale",1
"Duke","Yale",1
"Maryland","Yale",1
"Stanford","UPenn",21
"MIT","UPenn",24
"Harvard","UPenn",23
"UC Berkeley","UPenn",7
"Rochester","UPenn",4
"Chicago","UPenn",14
"Cornell","UPenn",6
"Northwestern","UPenn",7
"Michigan","UPenn",6
"Columbia","UPenn",5
"Yale","UPenn",3
"Carnegie Mellon","UPenn",4
"Wisconsin","UPenn",1
"NYU","UPenn",1
"Minnesota","UPenn",2
"Illinois, Urb. Champ.","UPenn",1
"Duke","UPenn",2
"Purdue","UPenn",1
"Iowa","UPenn",1
"Florida","UPenn",1
"UT Austin","UPenn",1
"Penn State","UPenn",1
"Maryland","UPenn",1
"Indiana","UPenn",1
"Arizona","UPenn",1
"SUNY Buffalo","UPenn",1
"Virginia","UPenn",1
"TexasAM","UPenn",1
"Rutgers","UPenn",1
"Kansas","UPenn",1
"Iowa State","UPenn",1
"Stanford","Carnegie Mellon",3
"MIT","Carnegie Mellon",3
"Harvard","Carnegie Mellon",1
"Rochester","Carnegie Mellon",2
"Chicago","Carnegie Mellon",4
"Cornell","Carnegie Mellon",4
"Northwestern","Carnegie Mellon",2
"Michigan","Carnegie Mellon",2
"Columbia","Carnegie Mellon",1
"Yale","Carnegie Mellon",1
"UPenn","Carnegie Mellon",4
"Wisconsin","Carnegie Mellon",2
"UCLA","Carnegie Mellon",3
"NYU","Carnegie Mellon",1
"Minnesota","Carnegie Mellon",5
"Purdue","Carnegie Mellon",2
"Ohio State","Carnegie Mellon",1
"Florida","Carnegie Mellon",1
"Pittsburgh","Carnegie Mellon",1
"Penn State","Carnegie Mellon",1
"Washington","Carnegie Mellon",1
"Georgia Tech","Carnegie Mellon",1
"UC Irvine","Carnegie Mellon",1
"USC","Carnegie Mellon",1
"Houston","Carnegie Mellon",1
"Tennessee","Carnegie Mellon",1
"Rice","Carnegie Mellon",2
"Stanford","Wisconsin",3
"MIT","Wisconsin",1
"Harvard","Wisconsin",1
"UC Berkeley","Wisconsin",1
"Chicago","Wisconsin",3
"Cornell","Wisconsin",2
"Northwestern","Wisconsin",2
"Michigan","Wisconsin",3
"Yale","Wisconsin",1
"UPenn","Wisconsin",6
"UCLA","Wisconsin",1
"Minnesota","Wisconsin",2
"Illinois, Urb. Champ.","Wisconsin",3
"Duke","Wisconsin",1
"Purdue","Wisconsin",1
"Ohio State","Wisconsin",2
"Iowa","Wisconsin",2
"UNC","Wisconsin",2
"UT Austin","Wisconsin",1
"Maryland","Wisconsin",1
"Michigan State","Wisconsin",1
"Georgia Tech","Wisconsin",1
"Arizona","Wisconsin",1
"USC","Wisconsin",1
"Emory","Wisconsin",1
"Tennessee","Wisconsin",1
"George Washington","Wisconsin",1
"Stanford","UCLA",15
"MIT","UCLA",6
"Harvard","UCLA",6
"UC Berkeley","UCLA",9
"Chicago","UCLA",10
"Cornell","UCLA",1
"Northwestern","UCLA",1
"Michigan","UCLA",2
"Columbia","UCLA",3
"Yale","UCLA",2
"UPenn","UCLA",2
"Wisconsin","UCLA",1
"Duke","UCLA",2
"Purdue","UCLA",2
"UT Austin","UCLA",1
"Washington","UCLA",1
"Indiana","UCLA",1
"Arizona State","UCLA",1
"Stanford","NYU",17
"MIT","NYU",9
"Harvard","NYU",13
"UC Berkeley","NYU",6
"Rochester","NYU",5
"Chicago","NYU",9
"Cornell","NYU",5
"Northwestern","NYU",8
"Michigan","NYU",3
"Columbia","NYU",7
"Yale","NYU",2
"UPenn","NYU",9
"Carnegie Mellon","NYU",4
"Wisconsin","NYU",1
"UCLA","NYU",2
"Minnesota","NYU",1
"Duke","NYU",1
"Ohio State","NYU",1
"Iowa","NYU",1
"Florida","NYU",2
"Pittsburgh","NYU",3
"Washington","NYU",1
"Michigan State","NYU",1
"Georgia Tech","NYU",1
"George Washington","NYU",1
"Iowa State","NYU",1
"Stanford","Minnesota",4
"MIT","Minnesota",1
"Harvard","Minnesota",3
"UC Berkeley","Minnesota",3
"Rochester","Minnesota",1
"Chicago","Minnesota",2
"Northwestern","Minnesota",2
"Michigan","Minnesota",4
"Columbia","Minnesota",2
"Yale","Minnesota",1
"UPenn","Minnesota",8
"Carnegie Mellon","Minnesota",2
"Wisconsin","Minnesota",6
"NYU","Minnesota",4
"Illinois, Urb. Champ.","Minnesota",5
"Purdue","Minnesota",2
"Ohio State","Minnesota",2
"Iowa","Minnesota",2
"UNC","Minnesota",1
"UT Austin","Minnesota",2
"Maryland","Minnesota",1
"Indiana","Minnesota",1
"Michigan State","Minnesota",1
"USC","Minnesota",1
"Boston","Minnesota",1
"Case Western","Minnesota",1
"Georgia","Minnesota",1
"Arizona State","Minnesota",1
"Virginia Tech","Minnesota",1
"Tulane","Minnesota",1
"UConn","Minnesota",1
"Arkansas","Minnesota",1
"Mississippi","Minnesota",1
"Stanford","Illinois, Urb. Champ.",2
"MIT","Illinois, Urb. Champ.",4
"Harvard","Illinois, Urb. Champ.",3
"UC Berkeley","Illinois, Urb. Champ.",6
"Rochester","Illinois, Urb. Champ.",2
"Chicago","Illinois, Urb. Champ.",3
"Cornell","Illinois, Urb. Champ.",3
"Northwestern","Illinois, Urb. Champ.",4
"Michigan","Illinois, Urb. Champ.",6
"Columbia","Illinois, Urb. Champ.",2
"UPenn","Illinois, Urb. Champ.",1
"Carnegie Mellon","Illinois, Urb. Champ.",1
"UCLA","Illinois, Urb. Champ.",1
"NYU","Illinois, Urb. Champ.",1
"Minnesota","Illinois, Urb. Champ.",2
"Purdue","Illinois, Urb. Champ.",3
"Ohio State","Illinois, Urb. Champ.",3
"Iowa","Illinois, Urb. Champ.",1
"Florida","Illinois, Urb. Champ.",2
"UT Austin","Illinois, Urb. Champ.",4
"Penn State","Illinois, Urb. Champ.",2
"Indiana","Illinois, Urb. Champ.",1
"Arizona","Illinois, Urb. Champ.",1
"USC","Illinois, Urb. Champ.",1
"SUNY Buffalo","Illinois, Urb. Champ.",1
"Boston","Illinois, Urb. Champ.",1
"Houston","Illinois, Urb. Champ.",1
"Tennessee","Illinois, Urb. Champ.",1
"Stanford","Duke",10
"MIT","Duke",3
"Harvard","Duke",1
"UC Berkeley","Duke",6
"Chicago","Duke",8
"Northwestern","Duke",2
"Michigan","Duke",3
"Columbia","Duke",3
"Yale","Duke",2
"UPenn","Duke",5
"Carnegie Mellon","Duke",4
"UCLA","Duke",1
"NYU","Duke",1
"Minnesota","Duke",2
"Illinois, Urb. Champ.","Duke",2
"Iowa","Duke",1
"UNC","Duke",2
"UT Austin","Duke",2
"UC Irvine","Duke",2
"Virginia","Duke",1
"Rutgers","Duke",1
"Iowa State","Duke",1
"NC State","Duke",1
"Stanford","Purdue",1
"MIT","Purdue",2
"Rochester","Purdue",3
"Chicago","Purdue",2
"Cornell","Purdue",2
"Northwestern","Purdue",1
"Michigan","Purdue",5
"Columbia","Purdue",1
"Yale","Purdue",2
"UPenn","Purdue",3
"Carnegie Mellon","Purdue",6
"Wisconsin","Purdue",1
"UCLA","Purdue",1
"Minnesota","Purdue",3
"Illinois, Urb. Champ.","Purdue",1
"Ohio State","Purdue",1
"Iowa","Purdue",3
"Wash. U. in St. Louis","Purdue",1
"Pittsburgh","Purdue",1
"Washington","Purdue",1
"Michigan State","Purdue",1
"Georgia Tech","Purdue",1
"Boston","Purdue",1
"Emory","Purdue",1
"Georgia","Purdue",1
"Louisiana State","Purdue",1
"Tennessee","Purdue",1
"Kentucky","Purdue",1
"NC State","Purdue",1
"Stanford","Ohio State",1
"MIT","Ohio State",4
"Harvard","Ohio State",1
"UC Berkeley","Ohio State",2
"Rochester","Ohio State",1
"Chicago","Ohio State",7
"Cornell","Ohio State",2
"Northwestern","Ohio State",1
"Michigan","Ohio State",1
"Columbia","Ohio State",2
"Yale","Ohio State",1
"UPenn","Ohio State",3
"Carnegie Mellon","Ohio State",1
"Wisconsin","Ohio State",4
"UCLA","Ohio State",2
"NYU","Ohio State",2
"Minnesota","Ohio State",3
"Illinois, Urb. Champ.","Ohio State",2
"Purdue","Ohio State",1
"Iowa","Ohio State",1
"UNC","Ohio State",1
"Penn State","Ohio State",2
"Maryland","Ohio State",1
"Indiana","Ohio State",1
"Michigan State","Ohio State",5
"Arizona","Ohio State",1
"Boston","Ohio State",1
"Houston","Ohio State",1
"Kansas","Ohio State",1
"George Washington","Ohio State",1
"Stanford","Iowa",3
"UC Berkeley","Iowa",2
"Rochester","Iowa",2
"Chicago","Iowa",1
"Cornell","Iowa",1
"Northwestern","Iowa",5
"Michigan","Iowa",5
"Columbia","Iowa",1
"UPenn","Iowa",2
"Wisconsin","Iowa",4
"UCLA","Iowa",1
"Minnesota","Iowa",2
"Illinois, Urb. Champ.","Iowa",1
"Purdue","Iowa",3
"Ohio State","Iowa",1
"Wash. U. in St. Louis","Iowa",3
"Florida","Iowa",2
"Michigan State","Iowa",1
"Georgia Tech","Iowa",1
"Arizona State","Iowa",1
"Boston College","Iowa",1
"Kansas","Iowa",1
"Stanford","UNC",9
"MIT","UNC",3
"Harvard","UNC",3
"UC Berkeley","UNC",1
"Rochester","UNC",1
"Chicago","UNC",3
"Cornell","UNC",4
"Northwestern","UNC",4
"Michigan","UNC",5
"Yale","UNC",1
"UPenn","UNC",9
"Carnegie Mellon","UNC",3
"Wisconsin","UNC",1
"NYU","UNC",4
"Minnesota","UNC",1
"Duke","UNC",2
"Ohio State","UNC",2
"Iowa","UNC",1
"UT Austin","UNC",2
"Pittsburgh","UNC",1
"Penn State","UNC",1
"Maryland","UNC",1
"Indiana","UNC",2
"Michigan State","UNC",1
"Arizona","UNC",2
"USC","UNC",1
"UMass Amherst","UNC",1
"TexasAM","UNC",1
"South Carolina","UNC",1
"UConn","UNC",1
"NC State","UNC",1
"Stanford","Wash. U. in St. Louis",5
"MIT","Wash. U. in St. Louis",2
"Harvard","Wash. U. in St. Louis",2
"UC Berkeley","Wash. U. in St. Louis",5
"Rochester","Wash. U. in St. Louis",2
"Chicago","Wash. U. in St. Louis",2
"Cornell","Wash. U. in St. Louis",1
"Northwestern","Wash. U. in St. Louis",2
"Michigan","Wash. U. in St. Louis",2
"Columbia","Wash. U. in St. Louis",1
"Yale","Wash. U. in St. Louis",3
"UPenn","Wash. U. in St. Louis",3
"Carnegie Mellon","Wash. U. in St. Louis",1
"UCLA","Wash. U. in St. Louis",1
"NYU","Wash. U. in St. Louis",1
"Minnesota","Wash. U. in St. Louis",4
"Illinois, Urb. Champ.","Wash. U. in St. Louis",2
"Duke","Wash. U. in St. Louis",3
"UNC","Wash. U. in St. Louis",2
"UT Austin","Wash. U. in St. Louis",1
"Indiana","Wash. U. in St. Louis",1
"Arizona","Wash. U. in St. Louis",2
"Case Western","Wash. U. in St. Louis",1
"Stanford","Florida",4
"MIT","Florida",2
"Rochester","Florida",3
"Chicago","Florida",2
"Northwestern","Florida",2
"Michigan","Florida",3
"Columbia","Florida",1
"Yale","Florida",3
"UPenn","Florida",3
"Carnegie Mellon","Florida",1
"Wisconsin","Florida",1
"NYU","Florida",3
"Minnesota","Florida",1
"Illinois, Urb. Champ.","Florida",3
"Duke","Florida",1
"Purdue","Florida",1
"Ohio State","Florida",1
"UNC","Florida",1
"Wash. U. in St. Louis","Florida",1
"UT Austin","Florida",2
"Pittsburgh","Florida",2
"Penn State","Florida",1
"Maryland","Florida",1
"Indiana","Florida",2
"Michigan State","Florida",1
"Arizona","Florida",1
"TexasAM","Florida",1
"Emory","Florida",4
"Claremont","Florida",1
"Temple","Florida",1
"Stanford","UT Austin",7
"MIT","UT Austin",6
"UC Berkeley","UT Austin",6
"Rochester","UT Austin",1
"Chicago","UT Austin",2
"Cornell","UT Austin",2
"Northwestern","UT Austin",2
"Michigan","UT Austin",4
"UPenn","UT Austin",1
"Carnegie Mellon","UT Austin",8
"Wisconsin","UT Austin",1
"UCLA","UT Austin",3
"NYU","UT Austin",2
"Minnesota","UT Austin",5
"Illinois, Urb. Champ.","UT Austin",3
"Duke","UT Austin",4
"Purdue","UT Austin",2
"Ohio State","UT Austin",1
"Iowa","UT Austin",2
"Penn State","UT Austin",3
"Washington","UT Austin",2
"Indiana","UT Austin",3
"Michigan State","UT Austin",3
"UC Irvine","UT Austin",1
"Arizona","UT Austin",1
"USC","UT Austin",1
"Boston","UT Austin",1
"Case Western","UT Austin",1
"Arizona State","UT Austin",1
"Tennessee","UT Austin",1
"Stanford","Pittsburgh",1
"MIT","Pittsburgh",1
"Harvard","Pittsburgh",1
"UC Berkeley","Pittsburgh",2
"Rochester","Pittsburgh",1
"Northwestern","Pittsburgh",2
"Michigan","Pittsburgh",4
"Columbia","Pittsburgh",1
"Yale","Pittsburgh",3
"UPenn","Pittsburgh",4
"Carnegie Mellon","Pittsburgh",3
"Wisconsin","Pittsburgh",1
"Minnesota","Pittsburgh",2
"Illinois, Urb. Champ.","Pittsburgh",1
"Purdue","Pittsburgh",1
"Ohio State","Pittsburgh",1
"Iowa","Pittsburgh",1
"UNC","Pittsburgh",1
"Wash. U. in St. Louis","Pittsburgh",1
"Florida","Pittsburgh",1
"UT Austin","Pittsburgh",3
"Penn State","Pittsburgh",2
"Maryland","Pittsburgh",1
"Indiana","Pittsburgh",1
"Emory","Pittsburgh",1
"Syracuse","Pittsburgh",1
"Fordham","Pittsburgh",1
"Stanford","Penn State",1
"MIT","Penn State",1
"Harvard","Penn State",1
"UC Berkeley","Penn State",4
"Chicago","Penn State",1
"Cornell","Penn State",1
"Northwestern","Penn State",3
"Columbia","Penn State",2
"Yale","Penn State",1
"UPenn","Penn State",2
"Wisconsin","Penn State",1
"UCLA","Penn State",1
"NYU","Penn State",2
"Minnesota","Penn State",2
"Illinois, Urb. Champ.","Penn State",3
"Duke","Penn State",1
"Purdue","Penn State",3
"Ohio State","Penn State",1
"Iowa","Penn State",1
"UNC","Penn State",1
"Wash. U. in St. Louis","Penn State",1
"Florida","Penn State",2
"UT Austin","Penn State",1
"Washington","Penn State",2
"Maryland","Penn State",1
"Michigan State","Penn State",1
"Georgia Tech","Penn State",1
"Arizona","Penn State",1
"Utah","Penn State",1
"Oregon","Penn State",2
"Georgia","Penn State",1
"Arizona State","Penn State",2
"Virginia Tech","Penn State",1
"Florida State","Penn State",1
"Cincinnati","Penn State",1
"Tennessee","Penn State",2
"Kentucky","Penn State",1
"Stanford","Washington",10
"MIT","Washington",4
"Harvard","Washington",1
"UC Berkeley","Washington",4
"Rochester","Washington",5
"Chicago","Washington",2
"Northwestern","Washington",4
"Michigan","Washington",2
"Columbia","Washington",3
"UPenn","Washington",1
"Carnegie Mellon","Washington",1
"UCLA","Washington",4
"NYU","Washington",1
"Minnesota","Washington",1
"Illinois, Urb. Champ.","Washington",2
"Duke","Washington",1
"Purdue","Washington",1
"Ohio State","Washington",3
"Iowa","Washington",1
"UNC","Washington",1
"Florida","Washington",1
"UT Austin","Washington",2
"Maryland","Washington",1
"Indiana","Washington",3
"Michigan State","Washington",1
"UC Irvine","Washington",1
"Oregon","Washington",1
"USC","Washington",1
"Stanford","Maryland",5
"MIT","Maryland",6
"Harvard","Maryland",5
"UC Berkeley","Maryland",2
"Rochester","Maryland",1
"Chicago","Maryland",1
"Cornell","Maryland",1
"Northwestern","Maryland",5
"Michigan","Maryland",5
"Columbia","Maryland",1
"Yale","Maryland",1
"UPenn","Maryland",6
"Carnegie Mellon","Maryland",3
"Wisconsin","Maryland",4
"UCLA","Maryland",2
"NYU","Maryland",3
"Minnesota","Maryland",1
"Purdue","Maryland",3
"Ohio State","Maryland",1
"UNC","Maryland",1
"Pittsburgh","Maryland",2
"Indiana","Maryland",1
"Michigan State","Maryland",2
"Georgia Tech","Maryland",2
"Arizona","Maryland",1
"Oregon","Maryland",1
"SUNY Buffalo","Maryland",1
"Boston College","Maryland",1
"Stanford","Indiana",3
"MIT","Indiana",1
"Chicago","Indiana",2
"Northwestern","Indiana",3
"Michigan","Indiana",6
"Columbia","Indiana",1
"Yale","Indiana",1
"UPenn","Indiana",1
"Carnegie Mellon","Indiana",1
"UCLA","Indiana",2
"Illinois, Urb. Champ.","Indiana",1
"Duke","Indiana",1
"Purdue","Indiana",4
"Ohio State","Indiana",4
"Iowa","Indiana",2
"UNC","Indiana",2
"Florida","Indiana",2
"UT Austin","Indiana",3
"Pittsburgh","Indiana",4
"Penn State","Indiana",2
"Washington","Indiana",1
"Maryland","Indiana",1
"Michigan State","Indiana",1
"Colorado, Boulder","Indiana",1
"Arizona","Indiana",4
"SUNY Buffalo","Indiana",2
"UT Dallas","Indiana",1
"TexasAM","Indiana",3
"Virginia Tech","Indiana",1
"Boston College","Indiana",1
"Arkansas","Indiana",1
"MIT","Michigan State",3
"Harvard","Michigan State",1
"Northwestern","Michigan State",2
"Michigan","Michigan State",4
"Yale","Michigan State",1
"Carnegie Mellon","Michigan State",2
"Wisconsin","Michigan State",5
"NYU","Michigan State",1
"Minnesota","Michigan State",7
"Illinois, Urb. Champ.","Michigan State",3
"Purdue","Michigan State",5
"Ohio State","Michigan State",4
"Iowa","Michigan State",1
"UNC","Michigan State",1
"Florida","Michigan State",2
"UT Austin","Michigan State",1
"Penn State","Michigan State",2
"Washington","Michigan State",1
"Maryland","Michigan State",2
"Indiana","Michigan State",5
"Georgia Tech","Michigan State",1
"SUNY Buffalo","Michigan State",1
"UMass Amherst","Michigan State",3
"Georgia","Michigan State",1
"Syracuse","Michigan State",1
"Arizona State","Michigan State",1
"South Carolina","Michigan State",1
"Florida State","Michigan State",1
"Houston","Michigan State",1
"Kansas","Michigan State",1
"Alabama","Michigan State",1
"Stanford","Georgia Tech",1
"MIT","Georgia Tech",1
"Rochester","Georgia Tech",1
"Chicago","Georgia Tech",1
"Cornell","Georgia Tech",2
"Northwestern","Georgia Tech",1
"Michigan","Georgia Tech",1
"UPenn","Georgia Tech",2
"Carnegie Mellon","Georgia Tech",1
"UCLA","Georgia Tech",2
"NYU","Georgia Tech",1
"Illinois, Urb. Champ.","Georgia Tech",3
"Duke","Georgia Tech",2
"Ohio State","Georgia Tech",4
"Iowa","Georgia Tech",1
"UNC","Georgia Tech",1
"UT Austin","Georgia Tech",5
"Pittsburgh","Georgia Tech",4
"Washington","Georgia Tech",2
"Utah","Georgia Tech",1
"Emory","Georgia Tech",2
"Arizona State","Georgia Tech",1
"Florida State","Georgia Tech",1
"NC State","Georgia Tech",1
"MIT","Colorado, Boulder",2
"Harvard","Colorado, Boulder",1
"Northwestern","Colorado, Boulder",1
